Value Set Name,Code System,Code,Code Description
CT Scan,LOINC,36928-0,CT Guidance for stereotactic biopsy of Head
CT Scan,LOINC,24585-2,CT Guidance for stereotactic biopsy of Head-- W contrast IV
CT Scan,LOINC,36929-8,CT Guidance for stereotactic biopsy of Head-- WO contrast
CT Scan,LOINC,42265-9,CT Guidance for superficial biopsy of Bone
CT Scan,LOINC,37214-4,CT Guidance for superficial biopsy of Tissue
CT Scan,LOINC,42266-7,CT Guidance for superficial needle biopsy of Bone
CT Scan,LOINC,41806-1,CT Abdomen
CT Scan,LOINC,44115-4,CT Abdomen and Pelvis
CT Scan,LOINC,35952-1,CT Appendix
CT Scan,LOINC,37232-6,CT Spine lumbosacral junction
CT Scan,LOINC,36930-6,CT Adrenal gland
CT Scan,LOINC,35948-9,CT Abdominal Aorta
CT Scan,LOINC,43767-3,CT Kidney - bilateral
CT Scan,LOINC,69113-9,CT Kidney - right
CT Scan,LOINC,24814-6,CT Liver
CT Scan,LOINC,24857-5,CT Pancreas
CT Scan,LOINC,24566-2,CT Retroperitoneum
CT Scan,LOINC,24963-1,CT Lumbar spine
CT Scan,LOINC,24988-8,CT Spleen
CT Scan,LOINC,24627-2,CT Chest
CT Scan,LOINC,24544-9,CT Thoracic Aorta
CT Scan,LOINC,35945-5,CT Thoracic and abdominal aorta
CT Scan,LOINC,36054-5,CT Brachial plexus
CT Scan,LOINC,35960-4,CT Clavicle
CT Scan,LOINC,35969-5,CT Esophagus
CT Scan,LOINC,58744-4,CT Heart
CT Scan,LOINC,37439-7,CT Lung parenchyma
CT Scan,LOINC,43445-6,CT Pulmonary system
CT Scan,LOINC,69117-0,CT Scapula
CT Scan,LOINC,24978-9,CT Thoracic spine
CT Scan,LOINC,37225-0,CT Sternoclavicular Joint
CT Scan,LOINC,36071-9,CT Sternum
CT Scan,LOINC,24690-0,CT Extremity
CT Scan,LOINC,26224-6,CT Extremity - bilateral
CT Scan,LOINC,26226-1,CT Extremity - left
CT Scan,LOINC,26231-1,CT Extremity - right
CT Scan,LOINC,24725-4,CT Head
CT Scan,LOINC,24835-1,CT Nasopharynx and Neck
CT Scan,LOINC,24696-7,CT Facial bones
CT Scan,LOINC,35958-8,CT Internal auditory canal
CT Scan,LOINC,35957-0,CT Internal auditory canal - left
CT Scan,LOINC,38767-0,CT Internal auditory canal - right
CT Scan,LOINC,36047-9,CT Mandible
CT Scan,LOINC,46298-6,CT Mastoid - bilateral
CT Scan,LOINC,36050-3,CT Maxilla
CT Scan,LOINC,36049-5,CT Maxilla and Mandible
CT Scan,LOINC,41808-7,CT Maxillofacial region
CT Scan,LOINC,41807-9,CT Orbit
CT Scan,LOINC,24848-4,CT Orbit - bilateral
CT Scan,LOINC,24877-3,CT Petrous part of temporal bone
CT Scan,LOINC,36932-2,CT Pituitary and Sella turcica
CT Scan,LOINC,36055-2,CT Posterior fossa
CT Scan,LOINC,30588-8,CT Sinuses
CT Scan,LOINC,37495-9,CT Skull base
CT Scan,LOINC,36773-0,CT Temporal bone
CT Scan,LOINC,37226-8,CT Temporomandibular joint
CT Scan,LOINC,35971-1,CT Lower extremity
CT Scan,LOINC,35973-7,CT Lower extremity - bilateral
CT Scan,LOINC,35941-4,CT Ankle - bilateral
CT Scan,LOINC,35993-5,CT Foot - bilateral
CT Scan,LOINC,36016-4,CT Hip - bilateral
CT Scan,LOINC,36040-4,CT Knee - bilateral
CT Scan,LOINC,35976-0,CT Lower extremity - left
CT Scan,LOINC,35942-2,CT Ankle - left
CT Scan,LOINC,35994-3,CT Foot - left
CT Scan,LOINC,36018-0,CT Hip - left
CT Scan,LOINC,36041-2,CT Knee - left
CT Scan,LOINC,35987-7,CT Thigh - left
CT Scan,LOINC,35979-4,CT Lower extremity - right
CT Scan,LOINC,35944-8,CT Ankle - right
CT Scan,LOINC,35996-8,CT Foot - right
CT Scan,LOINC,36021-4,CT Hip - right
CT Scan,LOINC,36043-8,CT Knee - right
CT Scan,LOINC,35989-3,CT Thigh - right
CT Scan,LOINC,35940-6,CT Ankle
CT Scan,LOINC,35991-9,CT Foot
CT Scan,LOINC,77448-9,CT Hindfoot and Midfoot
CT Scan,LOINC,36014-9,CT Hip
CT Scan,LOINC,36037-0,CT Knee
CT Scan,LOINC,36074-3,CT Lower leg
CT Scan,LOINC,35984-4,CT Thigh
CT Scan,LOINC,36051-1,CT Neck
CT Scan,LOINC,37223-5,CT Parotid gland
CT Scan,LOINC,24932-6,CT Cervical spine
CT Scan,LOINC,24865-8,CT Pelvis
CT Scan,LOINC,36057-8,CT Prostate
CT Scan,LOINC,30619-1,CT Sacroiliac Joint
CT Scan,LOINC,36058-6,CT Sacrum
CT Scan,LOINC,69116-2,CT Sacrum and Coccyx
CT Scan,LOINC,35981-0,CT Upper extremity
CT Scan,LOINC,35965-3,CT Elbow - bilateral
CT Scan,LOINC,35998-4,CT Forearm - bilateral
CT Scan,LOINC,36004-0,CT Hand - bilateral
CT Scan,LOINC,36063-6,CT Shoulder - bilateral
CT Scan,LOINC,36026-3,CT Upper arm - bilateral
CT Scan,LOINC,37430-6,CT Wrist - bilateral
CT Scan,LOINC,35982-8,CT Upper extremity - left
CT Scan,LOINC,35966-1,CT Elbow - left
CT Scan,LOINC,35999-2,CT Forearm - left
CT Scan,LOINC,36005-7,CT Hand - left
CT Scan,LOINC,36064-4,CT Shoulder - left
CT Scan,LOINC,36027-1,CT Upper arm - left
CT Scan,LOINC,37431-4,CT Wrist - left
CT Scan,LOINC,35983-6,CT Upper extremity - right
CT Scan,LOINC,35968-7,CT Elbow - right
CT Scan,LOINC,36000-8,CT Forearm - right
CT Scan,LOINC,36007-3,CT Hand - right
CT Scan,LOINC,36066-9,CT Shoulder - right
CT Scan,LOINC,36029-7,CT Upper arm - right
CT Scan,LOINC,37433-0,CT Wrist - right
CT Scan,LOINC,35962-0,CT Elbow
CT Scan,LOINC,35997-6,CT Forearm
CT Scan,LOINC,36002-4,CT Hand
CT Scan,LOINC,36062-8,CT Shoulder
CT Scan,LOINC,36023-0,CT Upper arm
CT Scan,LOINC,37428-0,CT Wrist
CT Scan,LOINC,46305-9,CT Whole body
CT Scan,LOINC,25045-6,CT Unspecified body region
CT Scan,LOINC,44229-3,CT Bone
CT Scan,LOINC,28566-8,CT Spine
CT Scan,LOINC,79093-1,CT Unspecified body region 3D post processing
CT Scan,LOINC,79074-1,CT Kidney and Ureter and Urinary bladder 3D post processing WO and W contrast IV
CT Scan,LOINC,79066-7,CT Abdomen 3D post processing WO contrast
CT Scan,LOINC,79065-9,CT Abdomen and Pelvis 3D post processing WO contrast
CT Scan,LOINC,79096-4,CT Chest 3D post processing WO contrast
CT Scan,LOINC,79097-2,CT Chest and Abdomen 3D post processing WO contrast
CT Scan,LOINC,79098-0,CT Chest and Abdomen and Pelvis 3D post processing WO contrast
CT Scan,LOINC,79099-8,CT Pelvis 3D post processing WO contrast
CT Scan,LOINC,79080-8,CT Lumbar spine by reconstruction W contrast IV
CT Scan,LOINC,79082-4,CT Thoracic spine by reconstruction W contrast IV
CT Scan,LOINC,79083-2,CT Temporal bone by reconstruction W contrast IV
CT Scan,LOINC,79078-2,CT Cervical spine by reconstruction W contrast IV
CT Scan,LOINC,79075-8,CT Pelvis by reconstruction W contrast IV
CT Scan,LOINC,79081-6,CT Lumbar spine by reconstruction WO contrast
CT Scan,LOINC,79091-5,CT Thoracic spine by reconstruction WO contrast
CT Scan,LOINC,79084-0,CT Temporal bone by reconstruction WO contrast
CT Scan,LOINC,79079-0,CT Cervical spine by reconstruction WO contrast
CT Scan,LOINC,79076-6,CT Pelvis by reconstruction WO contrast
CT Scan,LOINC,36934-8,CT Heart for calcium scoring
CT Scan,LOINC,36935-5,CT Heart for calcium scoring W contrast IV
CT Scan,LOINC,79087-3,CT Heart and Coronary arteries for calcium scoring WO contrast
CT Scan,LOINC,79088-1,CT Heart for congenital disease W contrast IV
CT Scan,LOINC,37221-9,CT Unspecified body region for fistula
CT Scan,LOINC,72251-2,CT Pulmonary arteries for pulmonary embolus
CT Scan,LOINC,79101-2,CT Colon and Rectum for screening W air contrast PR
CT Scan,LOINC,79068-3,CT Chest for screening W contrast IV
CT Scan,LOINC,79086-5,CT Chest for screening WO contrast
CT Scan,LOINC,79069-1,CT Colon and Rectum for screening WO contrast IV and W air contrast PR
CT Scan,LOINC,36086-7,CT Abdomen limited
CT Scan,LOINC,36089-1,CT Chest limited
CT Scan,LOINC,36090-9,CT Extremity limited
CT Scan,LOINC,36087-5,CT Head limited
CT Scan,LOINC,44116-2,CT Mandible limited
CT Scan,LOINC,36937-1,CT Maxillofacial region limited
CT Scan,LOINC,24913-6,CT Sinuses limited
CT Scan,LOINC,36092-5,CT Hip limited
CT Scan,LOINC,25039-9,CT Unspecified body region limited
CT Scan,LOINC,39046-8,CT Pelvis limited for pelvimetry WO contrast
CT Scan,LOINC,81559-7,PET+CT Unspecified body region limited for simulation
CT Scan,LOINC,36095-8,CT Abdomen limited W contrast IV
CT Scan,LOINC,69096-6,CT Chest limited W contrast IV
CT Scan,LOINC,36099-0,CT Cervical spine limited W contrast IV
CT Scan,LOINC,36098-2,CT Pelvis limited W contrast IV
CT Scan,LOINC,36097-4,CT Upper extremity limited W contrast IV
CT Scan,LOINC,36102-2,CT Abdomen limited WO and W contrast IV
CT Scan,LOINC,36103-0,CT Abdomen limited WO contrast
CT Scan,LOINC,36110-5,CT Lumbar spine limited WO contrast
CT Scan,LOINC,47366-0,CT Chest limited WO contrast
CT Scan,LOINC,36104-8,CT Head limited WO contrast
CT Scan,LOINC,36938-9,CT Maxillofacial region limited WO contrast
CT Scan,LOINC,46304-2,CT Sinuses limited WO contrast
CT Scan,LOINC,36106-3,CT Lower extremity limited WO contrast
CT Scan,LOINC,36109-7,CT Cervical spine limited WO contrast
CT Scan,LOINC,36108-9,CT Pelvis limited WO contrast
CT Scan,LOINC,83291-5,CT Thumb WO contrast
CT Scan,LOINC,60515-4,CT Colon and Rectum W air contrast PR
CT Scan,LOINC,25046-4,CT Unspecified body region W anesthesia
CT Scan,LOINC,25047-2,CT Unspecified body region W conscious sedation
CT Scan,LOINC,83292-3,CT Scapula W contrast
CT Scan,LOINC,79094-9,CT Urinary bladder W contrast intra bladder
CT Scan,LOINC,36941-3,CT Salivary gland W contrast intra salivary duct
CT Scan,LOINC,37237-5,CT Sinus tract W contrast intra sinus tract
CT Scan,LOINC,37509-7,CT Lumbar spine W contrast intradisc
CT Scan,LOINC,70931-1,CT Thoracic spine W contrast intradisc
CT Scan,LOINC,37496-7,CT Cervical spine W contrast intradisc
CT Scan,LOINC,39322-3,CT Spine W contrast intradisc
CT Scan,LOINC,69102-2,CT Ankle - left Arthrogram
CT Scan,LOINC,69105-5,CT Hip - left Arthrogram
CT Scan,LOINC,69106-3,CT Knee - left Arthrogram
CT Scan,LOINC,69109-7,CT Ankle - right Arthrogram
CT Scan,LOINC,69112-1,CT Hip - right Arthrogram
CT Scan,LOINC,69114-7,CT Knee - right Arthrogram
CT Scan,LOINC,36124-6,CT Knee Arthrogram
CT Scan,LOINC,37238-3,CT Lower Extremity Joint Arthrogram
CT Scan,LOINC,36123-8,CT Sacroiliac Joint Arthrogram
CT Scan,LOINC,69103-0,CT Elbow - left Arthrogram
CT Scan,LOINC,38828-0,CT Shoulder - left Arthrogram
CT Scan,LOINC,69107-1,CT Wrist - left Arthrogram
CT Scan,LOINC,69110-5,CT Elbow - right Arthrogram
CT Scan,LOINC,36131-1,CT Shoulder - right Arthrogram
CT Scan,LOINC,69115-4,CT Wrist - right Arthrogram
CT Scan,LOINC,36128-7,CT Shoulder Arthrogram
CT Scan,LOINC,36811-8,CT Joint Arthrogram
CT Scan,LOINC,24965-6,CT Lumbar spine W contrast IT
CT Scan,LOINC,30596-1,CT Thoracic spine W contrast IT
CT Scan,LOINC,24734-6,CT Cerebral cisterns W contrast IT
CT Scan,LOINC,24934-2,CT Cervical spine W contrast IT
CT Scan,LOINC,47985-7,CT Spine W contrast IT
CT Scan,LOINC,79103-8,CT Abdomen W contrast IV
CT Scan,LOINC,36813-4,CT Abdomen and Pelvis W contrast IV
CT Scan,LOINC,36145-1,CT Appendix W contrast IV
CT Scan,LOINC,69095-8,CT Urinary bladder W contrast IV
CT Scan,LOINC,36943-9,CT Adrenal gland W contrast IV
CT Scan,LOINC,36143-6,CT Abdominal Aorta W contrast IV
CT Scan,LOINC,46322-4,CT Kidney W contrast IV
CT Scan,LOINC,43766-5,CT Kidney - bilateral W contrast IV
CT Scan,LOINC,24815-3,CT Liver W contrast IV
CT Scan,LOINC,24858-3,CT Pancreas W contrast IV
CT Scan,LOINC,24964-9,CT Lumbar spine W contrast IV
CT Scan,LOINC,82696-6,CT Spine Lumbar and Sacrum W contrast IV
CT Scan,LOINC,30622-5,CT Spleen W contrast IV
CT Scan,LOINC,24628-0,CT Chest W contrast IV
CT Scan,LOINC,42275-8,CT Chest and Abdomen W contrast IV
CT Scan,LOINC,72254-6,CT Chest and Abdomen and Pelvis W contrast IV
CT Scan,LOINC,24545-6,CT Thoracic Aorta W contrast IV
CT Scan,LOINC,36142-8,CT Thoracic and abdominal aorta W contrast IV
CT Scan,LOINC,82685-9,CT Clavicle W contrast IV
CT Scan,LOINC,82716-2,CT Clavicle - left W contrast IV
CT Scan,LOINC,82686-7,CT Clavicle - right W contrast IV
CT Scan,LOINC,79089-9,CT Heart W contrast IV
CT Scan,LOINC,37440-5,CT Lung parenchyma W contrast IV
CT Scan,LOINC,82698-2,CT Ribs - left W contrast IV
CT Scan,LOINC,82700-6,CT Ribs - right W contrast IV
CT Scan,LOINC,24979-7,CT Thoracic spine W contrast IV
CT Scan,LOINC,83294-9,CT Thoracic and lumbar spine W contrast IV
CT Scan,LOINC,37242-5,CT Sternoclavicular Joint W contrast IV
CT Scan,LOINC,36257-4,CT Sternum W contrast IV
CT Scan,LOINC,24691-8,CT Extremity W contrast IV
CT Scan,LOINC,26184-2,CT Extremity - bilateral W contrast IV
CT Scan,LOINC,26185-9,CT Extremity - left W contrast IV
CT Scan,LOINC,26186-7,CT Extremity - right W contrast IV
CT Scan,LOINC,24727-0,CT Head W contrast IV
CT Scan,LOINC,82691-7,CT Head and Neck W contrast IV
CT Scan,LOINC,36229-3,CT Larynx W contrast IV
CT Scan,LOINC,48446-9,CT Nasopharynx W contrast IV
CT Scan,LOINC,24836-9,CT Nasopharynx and Neck W contrast IV
CT Scan,LOINC,24697-5,CT Facial bones W contrast IV
CT Scan,LOINC,30583-9,CT Internal auditory canal W contrast IV
CT Scan,LOINC,36232-7,CT Mandible W contrast IV
CT Scan,LOINC,30801-5,CT Maxillofacial region W contrast IV
CT Scan,LOINC,48449-3,CT Orbit W contrast IV
CT Scan,LOINC,24850-0,CT Orbit - bilateral W contrast IV
CT Scan,LOINC,46320-8,CT Orbit and Face W contrast IV
CT Scan,LOINC,24878-1,CT Petrous part of temporal bone W contrast IV
CT Scan,LOINC,30590-4,CT Pituitary and Sella turcica W contrast IV
CT Scan,LOINC,36242-6,CT Posterior fossa W contrast IV
CT Scan,LOINC,36255-8,CT Sinuses W contrast IV
CT Scan,LOINC,36815-9,CT Temporal bone W contrast IV
CT Scan,LOINC,38835-5,CT Temporal bone - left W contrast IV
CT Scan,LOINC,36816-7,CT Temporal bone - right W contrast IV
CT Scan,LOINC,37243-3,CT Temporomandibular joint W contrast IV
CT Scan,LOINC,37246-6,CT Temporomandibular joint - left W contrast IV
CT Scan,LOINC,37248-2,CT Temporomandibular joint - right W contrast IV
CT Scan,LOINC,30624-1,CT Lower extremity W contrast IV
CT Scan,LOINC,50755-8,CT Lower extremity - bilateral W contrast IV
CT Scan,LOINC,36201-2,CT Hip - bilateral W contrast IV
CT Scan,LOINC,69088-3,CT Knee - bilateral W contrast IV
CT Scan,LOINC,36164-2,CT Lower extremity - left W contrast IV
CT Scan,LOINC,36137-8,CT Ankle - left W contrast IV
CT Scan,LOINC,36181-6,CT Foot - left W contrast IV
CT Scan,LOINC,77466-1,CT Hindfoot - left and Midfoot - left W contrast IV
CT Scan,LOINC,36203-8,CT Hip - left W contrast IV
CT Scan,LOINC,36225-1,CT Knee - left W contrast IV
CT Scan,LOINC,36260-8,CT Lower leg - left W contrast IV
CT Scan,LOINC,36174-1,CT Thigh - left W contrast IV
CT Scan,LOINC,36166-7,CT Lower extremity - right W contrast IV
CT Scan,LOINC,36139-4,CT Ankle - right W contrast IV
CT Scan,LOINC,36183-2,CT Foot - right W contrast IV
CT Scan,LOINC,77467-9,CT Hindfoot - right and Midfoot - right W contrast IV
CT Scan,LOINC,36205-3,CT Hip - right W contrast IV
CT Scan,LOINC,36227-7,CT Knee - right W contrast IV
CT Scan,LOINC,36262-4,CT Lower leg - right W contrast IV
CT Scan,LOINC,36176-6,CT Thigh - right W contrast IV
CT Scan,LOINC,36135-2,CT Ankle W contrast IV
CT Scan,LOINC,36178-2,CT Foot W contrast IV
CT Scan,LOINC,77456-2,CT Hindfoot and Midfoot W contrast IV
CT Scan,LOINC,36200-4,CT Hip W contrast IV
CT Scan,LOINC,36222-8,CT Knee W contrast IV
CT Scan,LOINC,36258-2,CT Lower leg W contrast IV
CT Scan,LOINC,36172-5,CT Thigh W contrast IV
CT Scan,LOINC,36235-0,CT Neck W contrast IV
CT Scan,LOINC,83295-6,CT Neck and Superior mediastinum W contrast IV
CT Scan,LOINC,37240-9,CT Parotid gland W contrast IV
CT Scan,LOINC,24933-4,CT Cervical spine W contrast IV
CT Scan,LOINC,83293-1,CT Spine Cervical and Spine Lumbar W contrast IV
CT Scan,LOINC,24866-6,CT Pelvis W contrast IV
CT Scan,LOINC,82693-3,CT Pelvis and Lower extremity W contrast IV
CT Scan,LOINC,82695-8,CT Pelvis and Lower extremity - bilateral W contrast IV
CT Scan,LOINC,36217-8,CT Sacroiliac Joint W contrast IV
CT Scan,LOINC,36245-9,CT Sacrum W contrast IV
CT Scan,LOINC,82704-8,CT Sacrum and Coccyx W contrast IV
CT Scan,LOINC,36264-0,CT Uterus W contrast IV
CT Scan,LOINC,30626-6,CT Upper extremity W contrast IV
CT Scan,LOINC,36168-3,CT Upper extremity - bilateral W contrast IV
CT Scan,LOINC,69091-7,CT Wrist - bilateral W contrast IV
CT Scan,LOINC,36169-1,CT Upper extremity - left W contrast IV
CT Scan,LOINC,36159-2,CT Elbow - left W contrast IV
CT Scan,LOINC,36187-3,CT Forearm - left W contrast IV
CT Scan,LOINC,36193-1,CT Hand - left W contrast IV
CT Scan,LOINC,36252-5,CT Shoulder - left W contrast IV
CT Scan,LOINC,36209-5,CT Upper arm - left W contrast IV
CT Scan,LOINC,37450-4,CT Wrist - left W contrast IV
CT Scan,LOINC,36170-9,CT Upper extremity - right W contrast IV
CT Scan,LOINC,36161-8,CT Elbow - right W contrast IV
CT Scan,LOINC,36189-9,CT Forearm - right W contrast IV
CT Scan,LOINC,36195-6,CT Hand - right W contrast IV
CT Scan,LOINC,36253-3,CT Shoulder - right W contrast IV
CT Scan,LOINC,36211-1,CT Upper arm - right W contrast IV
CT Scan,LOINC,37452-0,CT Wrist - right W contrast IV
CT Scan,LOINC,36157-6,CT Elbow W contrast IV
CT Scan,LOINC,36185-7,CT Forearm W contrast IV
CT Scan,LOINC,36191-5,CT Hand W contrast IV
CT Scan,LOINC,36250-9,CT Shoulder W contrast IV
CT Scan,LOINC,36207-9,CT Upper arm W contrast IV
CT Scan,LOINC,37447-0,CT Wrist W contrast IV
CT Scan,LOINC,46306-7,CT Whole body W contrast IV
CT Scan,LOINC,24753-6,CT Unspecified body region W contrast IV
CT Scan,LOINC,24987-0,CT Spine W contrast IV
CT Scan,LOINC,72531-7,CT Colon and Rectum W contrast IV and W air contrast PR
CT Scan,LOINC,72250-4,CT Small bowel W contrast PO and W contrast IV
CT Scan,LOINC,82689-1,CT Small bowel W contrast PO and WO and W contrast IV
CT Scan,LOINC,30600-1,CT Small bowel W positive contrast via enteroclysis tube
CT Scan,LOINC,82800-4,PET+CT Heart W contrast IV
CT Scan,LOINC,82801-2,PET+CT Heart WO contrast
CT Scan,LOINC,46330-7,CT Abdomen W reduced contrast volume IV
CT Scan,LOINC,46327-3,CT Chest W reduced contrast volume IV
CT Scan,LOINC,46328-1,CT Head W reduced contrast volume IV
CT Scan,LOINC,46325-7,CT Internal auditory canal W reduced contrast volume IV
CT Scan,LOINC,46326-5,CT Maxillofacial region W reduced contrast volume IV
CT Scan,LOINC,46329-9,CT Pelvis W reduced contrast volume IV
CT Scan,LOINC,44114-7,CT Lumbar spine WO and W contrast IT
CT Scan,LOINC,44113-9,CT Thoracic spine WO and W contrast IT
CT Scan,LOINC,48442-8,CT Spine WO and W contrast IT
CT Scan,LOINC,36267-3,CT Abdomen WO and W contrast IV
CT Scan,LOINC,42274-1,CT Abdomen and Pelvis WO and W contrast IV
CT Scan,LOINC,36950-4,CT Adrenal gland WO and W contrast IV
CT Scan,LOINC,36271-5,CT Abdominal Aorta WO and W contrast IV
CT Scan,LOINC,79085-7,CT Biliary ducts WO and W contrast IV
CT Scan,LOINC,43768-1,CT Kidney WO and W contrast IV
CT Scan,LOINC,36377-0,CT Kidney - bilateral WO and W contrast IV
CT Scan,LOINC,30612-6,CT Liver WO and W contrast IV
CT Scan,LOINC,30614-2,CT Pancreas WO and W contrast IV
CT Scan,LOINC,48743-9,CT Retroperitoneum WO and W contrast IV
CT Scan,LOINC,36402-6,CT Lumbar spine WO and W contrast IV
CT Scan,LOINC,24989-6,CT Spleen WO and W contrast IV
CT Scan,LOINC,30598-7,CT Chest WO and W contrast IV
CT Scan,LOINC,42277-4,CT Chest and Abdomen WO and W contrast IV
CT Scan,LOINC,72252-0,CT Chest and Abdomen and Pelvis WO and W contrast IV
CT Scan,LOINC,82684-2,CT Clavicle WO and W contrast IV
CT Scan,LOINC,82717-0,CT Ribs - left WO and W contrast IV
CT Scan,LOINC,82702-2,CT Ribs - right WO and W contrast IV
CT Scan,LOINC,83300-4,CT Scapula - bilateral WO and W contrast IV
CT Scan,LOINC,82707-1,CT Scapula - left WO and W contrast IV
CT Scan,LOINC,82718-8,CT Scapula - right WO and W contrast IV
CT Scan,LOINC,36403-4,CT Thoracic spine WO and W contrast IV
CT Scan,LOINC,37266-4,CT Sternoclavicular Joint WO and W contrast IV
CT Scan,LOINC,36405-9,CT Sternum WO and W contrast IV
CT Scan,LOINC,42268-3,CT Extremity WO and W contrast IV
CT Scan,LOINC,24726-2,CT Head WO and W contrast IV
CT Scan,LOINC,48443-6,CT Nasopharynx WO and W contrast IV
CT Scan,LOINC,82132-2,CT Face and Neck WO and W contrast IV
CT Scan,LOINC,36282-2,CT Internal auditory canal WO and W contrast IV
CT Scan,LOINC,36383-8,CT Mandible WO and W contrast IV
CT Scan,LOINC,30803-1,CT Maxillofacial region WO and W contrast IV
CT Scan,LOINC,48451-9,CT Orbit WO and W contrast IV
CT Scan,LOINC,24849-2,CT Orbit - bilateral WO and W contrast IV
CT Scan,LOINC,36835-7,CT Petrous part of temporal bone WO and W contrast IV
CT Scan,LOINC,24904-5,CT Pituitary and Sella turcica WO and W contrast IV
CT Scan,LOINC,36387-9,CT Posterior fossa WO and W contrast IV
CT Scan,LOINC,36398-6,CT Sinuses WO and W contrast IV
CT Scan,LOINC,44111-3,CT Skull base WO and W contrast IV
CT Scan,LOINC,36837-3,CT Temporal bone WO and W contrast IV
CT Scan,LOINC,37267-2,CT Temporomandibular joint WO and W contrast IV
CT Scan,LOINC,36288-9,CT Lower extremity WO and W contrast IV
CT Scan,LOINC,82694-1,CT Lower extremity - bilateral WO and W contrast IV
CT Scan,LOINC,36360-6,CT Hip - bilateral WO and W contrast IV
CT Scan,LOINC,36290-5,CT Lower extremity - left WO and W contrast IV
CT Scan,LOINC,36269-9,CT Ankle - left WO and W contrast IV
CT Scan,LOINC,36343-2,CT Foot - left WO and W contrast IV
CT Scan,LOINC,77468-7,CT Hindfoot - left and Midfoot - left WO and W contrast IV
CT Scan,LOINC,36362-2,CT Hip - left WO and W contrast IV
CT Scan,LOINC,36380-4,CT Knee - left WO and W contrast IV
CT Scan,LOINC,36409-1,CT Lower leg - left WO and W contrast IV
CT Scan,LOINC,36339-0,CT Thigh - left WO and W contrast IV
CT Scan,LOINC,36292-1,CT Lower extremity - right WO and W contrast IV
CT Scan,LOINC,36270-7,CT Ankle - right WO and W contrast IV
CT Scan,LOINC,36345-7,CT Foot - right WO and W contrast IV
CT Scan,LOINC,77469-5,CT Hindfoot - right and Midfoot - right WO and W contrast IV
CT Scan,LOINC,36364-8,CT Hip - right WO and W contrast IV
CT Scan,LOINC,36381-2,CT Knee - right WO and W contrast IV
CT Scan,LOINC,36411-7,CT Lower leg - right WO and W contrast IV
CT Scan,LOINC,36340-8,CT Thigh - right WO and W contrast IV
CT Scan,LOINC,36268-1,CT Ankle WO and W contrast IV
CT Scan,LOINC,36341-6,CT Foot WO and W contrast IV
CT Scan,LOINC,77457-0,CT Hindfoot and Midfoot WO and W contrast IV
CT Scan,LOINC,36359-8,CT Hip WO and W contrast IV
CT Scan,LOINC,36379-6,CT Knee WO and W contrast IV
CT Scan,LOINC,36408-3,CT Lower leg WO and W contrast IV
CT Scan,LOINC,36338-2,CT Thigh WO and W contrast IV
CT Scan,LOINC,30586-2,CT Neck WO and W contrast IV
CT Scan,LOINC,83301-2,CT Neck and Superior mediastinum WO and W contrast IV
CT Scan,LOINC,46311-7,CT Parotid gland WO and W contrast IV
CT Scan,LOINC,36401-8,CT Cervical spine WO and W contrast IV
CT Scan,LOINC,83297-2,CT Spine Cervical and Spine Lumbar WO and W contrast IV
CT Scan,LOINC,30616-7,CT Pelvis WO and W contrast IV
CT Scan,LOINC,36375-4,CT Sacroiliac Joint WO and W contrast IV
CT Scan,LOINC,36390-3,CT Sacrum WO and W contrast IV
CT Scan,LOINC,82703-0,CT Sacrum and Coccyx WO and W contrast IV
CT Scan,LOINC,36334-1,CT Upper extremity WO and W contrast IV
CT Scan,LOINC,36335-8,CT Upper extremity - left WO and W contrast IV
CT Scan,LOINC,36286-3,CT Elbow - left WO and W contrast IV
CT Scan,LOINC,36348-1,CT Forearm - left WO and W contrast IV
CT Scan,LOINC,36353-1,CT Hand - left WO and W contrast IV
CT Scan,LOINC,36396-0,CT Shoulder - left WO and W contrast IV
CT Scan,LOINC,36367-1,CT Upper arm - left WO and W contrast IV
CT Scan,LOINC,37458-7,CT Wrist - left WO and W contrast IV
CT Scan,LOINC,36336-6,CT Upper extremity - right WO and W contrast IV
CT Scan,LOINC,36287-1,CT Elbow - right WO and W contrast IV
CT Scan,LOINC,36350-7,CT Forearm - right WO and W contrast IV
CT Scan,LOINC,36355-6,CT Hand - right WO and W contrast IV
CT Scan,LOINC,36397-8,CT Shoulder - right WO and W contrast IV
CT Scan,LOINC,36369-7,CT Upper arm - right WO and W contrast IV
CT Scan,LOINC,38802-5,CT Wrist - right WO and W contrast IV
CT Scan,LOINC,36285-5,CT Elbow WO and W contrast IV
CT Scan,LOINC,36347-3,CT Forearm WO and W contrast IV
CT Scan,LOINC,36352-3,CT Hand WO and W contrast IV
CT Scan,LOINC,36395-2,CT Shoulder WO and W contrast IV
CT Scan,LOINC,36366-3,CT Upper arm WO and W contrast IV
CT Scan,LOINC,37457-9,CT Wrist WO and W contrast IV
CT Scan,LOINC,36399-4,CT Spine WO and W contrast IV
CT Scan,LOINC,82688-3,CT Colon and Rectum WO and W contrast IV and W air contrast PR
CT Scan,LOINC,46318-2,CT Abdomen WO and W reduced contrast volume IV
CT Scan,LOINC,46317-4,CT Chest WO and W reduced contrast volume IV
CT Scan,LOINC,46316-6,CT Head WO and W reduced contrast volume IV
CT Scan,LOINC,46314-1,CT Internal auditory canal WO and W reduced contrast volume IV
