Value Set Name,Code,Code System
Ischemic Vascular Disease, I70.261,ICD10CM
Ischemic Vascular Disease, I70.262,ICD10CM
Ischemic Vascular Disease, I70.263,ICD10CM
Ischemic Vascular Disease, I70.268,ICD10CM
Ischemic Vascular Disease, I70.269,ICD10CM
Ischemic Vascular Disease, I70.291,ICD10CM
Ischemic Vascular Disease, I70.292,ICD10CM
Ischemic Vascular Disease, I70.293,ICD10CM
Ischemic Vascular Disease, I70.298,ICD10CM
Ischemic Vascular Disease, I70.299,ICD10CM
Ischemic Vascular Disease, I70.301,ICD10CM
Ischemic Vascular Disease, I70.302,ICD10CM
Ischemic Vascular Disease, I70.303,ICD10CM
Ischemic Vascular Disease, I70.308,ICD10CM
Ischemic Vascular Disease, I70.309,ICD10CM
Ischemic Vascular Disease, I70.311,ICD10CM
Ischemic Vascular Disease, I70.312,ICD10CM
Ischemic Vascular Disease, I70.313,ICD10CM
Ischemic Vascular Disease, I70.318,ICD10CM
Ischemic Vascular Disease, I70.319,ICD10CM
Ischemic Vascular Disease, I70.321,ICD10CM
Ischemic Vascular Disease, I70.322,ICD10CM
Ischemic Vascular Disease, I70.323,ICD10CM
Ischemic Vascular Disease, I70.328,ICD10CM
Ischemic Vascular Disease, I70.329,ICD10CM
Ischemic Vascular Disease, I70.331,ICD10CM
Ischemic Vascular Disease, I70.332,ICD10CM
Ischemic Vascular Disease, I70.333,ICD10CM
Ischemic Vascular Disease, I70.334,ICD10CM
Ischemic Vascular Disease, I70.335,ICD10CM
Ischemic Vascular Disease, I70.338,ICD10CM
Ischemic Vascular Disease, I70.339,ICD10CM
Ischemic Vascular Disease, I70.341,ICD10CM
Ischemic Vascular Disease, I70.342,ICD10CM
Ischemic Vascular Disease, I70.343,ICD10CM
Ischemic Vascular Disease, I70.344,ICD10CM
Ischemic Vascular Disease, I70.345,ICD10CM
Ischemic Vascular Disease, I70.348,ICD10CM
Ischemic Vascular Disease, I70.349,ICD10CM
Ischemic Vascular Disease, I70.35,ICD10CM
Ischemic Vascular Disease, I70.361,ICD10CM
Ischemic Vascular Disease, I70.362,ICD10CM
Ischemic Vascular Disease, I70.363,ICD10CM
Ischemic Vascular Disease, I70.368,ICD10CM
Ischemic Vascular Disease, I70.369,ICD10CM
Ischemic Vascular Disease, I70.391,ICD10CM
Ischemic Vascular Disease, I70.392,ICD10CM
Ischemic Vascular Disease, I70.393,ICD10CM
Ischemic Vascular Disease, I70.398,ICD10CM
Ischemic Vascular Disease, I70.399,ICD10CM
Ischemic Vascular Disease, I70.401,ICD10CM
Ischemic Vascular Disease, I70.402,ICD10CM
Ischemic Vascular Disease, I70.403,ICD10CM
Ischemic Vascular Disease, I70.408,ICD10CM
Ischemic Vascular Disease, I70.409,ICD10CM
Ischemic Vascular Disease, I70.411,ICD10CM
Ischemic Vascular Disease, I70.412,ICD10CM
Ischemic Vascular Disease, I70.413,ICD10CM
Ischemic Vascular Disease, I70.418,ICD10CM
Ischemic Vascular Disease, I70.419,ICD10CM
Ischemic Vascular Disease, I70.421,ICD10CM
Ischemic Vascular Disease, I70.422,ICD10CM
Ischemic Vascular Disease, I70.423,ICD10CM
Ischemic Vascular Disease, I70.428,ICD10CM
Ischemic Vascular Disease, I70.429,ICD10CM
Ischemic Vascular Disease, I70.431,ICD10CM
Ischemic Vascular Disease, I70.432,ICD10CM
Ischemic Vascular Disease, I70.433,ICD10CM
Ischemic Vascular Disease, I70.434,ICD10CM
Ischemic Vascular Disease, I70.435,ICD10CM
Ischemic Vascular Disease, I70.438,ICD10CM
Ischemic Vascular Disease, I70.439,ICD10CM
Ischemic Vascular Disease, I70.441,ICD10CM
Ischemic Vascular Disease, I70.442,ICD10CM
Ischemic Vascular Disease, I70.443,ICD10CM
Ischemic Vascular Disease, I70.444,ICD10CM
Ischemic Vascular Disease, I70.445,ICD10CM
Ischemic Vascular Disease, I70.448,ICD10CM
Ischemic Vascular Disease, I70.449,ICD10CM
Ischemic Vascular Disease, I70.45,ICD10CM
Ischemic Vascular Disease, I70.461,ICD10CM
Ischemic Vascular Disease, I70.462,ICD10CM
Ischemic Vascular Disease, I70.463,ICD10CM
Ischemic Vascular Disease, I70.468,ICD10CM
Ischemic Vascular Disease, I70.469,ICD10CM
Ischemic Vascular Disease, I70.491,ICD10CM
Ischemic Vascular Disease, I70.492,ICD10CM
Ischemic Vascular Disease, I70.493,ICD10CM
Ischemic Vascular Disease, I70.498,ICD10CM
Ischemic Vascular Disease, I70.499,ICD10CM
Ischemic Vascular Disease, I70.501,ICD10CM
Ischemic Vascular Disease, I70.502,ICD10CM
Ischemic Vascular Disease, I70.503,ICD10CM
Ischemic Vascular Disease, I70.508,ICD10CM
Ischemic Vascular Disease, I70.509,ICD10CM
Ischemic Vascular Disease, I70.511,ICD10CM
Ischemic Vascular Disease, I70.512,ICD10CM
Ischemic Vascular Disease, I70.513,ICD10CM
Ischemic Vascular Disease, I70.518,ICD10CM
Ischemic Vascular Disease, I70.519,ICD10CM
Ischemic Vascular Disease, I70.521,ICD10CM
Ischemic Vascular Disease, I70.522,ICD10CM
Ischemic Vascular Disease, I70.523,ICD10CM
Ischemic Vascular Disease, I70.528,ICD10CM
Ischemic Vascular Disease, I70.529,ICD10CM
Ischemic Vascular Disease, I70.531,ICD10CM
Ischemic Vascular Disease, I70.532,ICD10CM
Ischemic Vascular Disease, I70.533,ICD10CM
Ischemic Vascular Disease, I70.534,ICD10CM
Ischemic Vascular Disease, I70.535,ICD10CM
Ischemic Vascular Disease, I70.538,ICD10CM
Ischemic Vascular Disease, I70.539,ICD10CM
Ischemic Vascular Disease, I70.541,ICD10CM
Ischemic Vascular Disease, I70.542,ICD10CM
Ischemic Vascular Disease, I70.543,ICD10CM
Ischemic Vascular Disease, I70.544,ICD10CM
Ischemic Vascular Disease, I70.545,ICD10CM
Ischemic Vascular Disease, I70.548,ICD10CM
Ischemic Vascular Disease, I70.549,ICD10CM
Ischemic Vascular Disease, I70.55,ICD10CM
Ischemic Vascular Disease, I70.561,ICD10CM
Ischemic Vascular Disease, I70.562,ICD10CM
Ischemic Vascular Disease, I70.563,ICD10CM
Ischemic Vascular Disease, I70.568,ICD10CM
Ischemic Vascular Disease, I70.569,ICD10CM
Ischemic Vascular Disease, I70.591,ICD10CM
Ischemic Vascular Disease, I70.592,ICD10CM
Ischemic Vascular Disease, I70.593,ICD10CM
Ischemic Vascular Disease, I70.598,ICD10CM
Ischemic Vascular Disease, I70.599,ICD10CM
Ischemic Vascular Disease, I70.601,ICD10CM
Ischemic Vascular Disease, I70.602,ICD10CM
Ischemic Vascular Disease, I70.603,ICD10CM
Ischemic Vascular Disease, I70.608,ICD10CM
Ischemic Vascular Disease, I70.609,ICD10CM
Ischemic Vascular Disease, I70.611,ICD10CM
Ischemic Vascular Disease, I70.612,ICD10CM
Ischemic Vascular Disease, I70.613,ICD10CM
Ischemic Vascular Disease, I70.618,ICD10CM
Ischemic Vascular Disease, I70.619,ICD10CM
Ischemic Vascular Disease, I70.621,ICD10CM
Ischemic Vascular Disease, I70.622,ICD10CM
Ischemic Vascular Disease, I70.623,ICD10CM
Ischemic Vascular Disease, I70.628,ICD10CM
Ischemic Vascular Disease, I70.629,ICD10CM
Ischemic Vascular Disease, I70.631,ICD10CM
Ischemic Vascular Disease, I70.632,ICD10CM
Ischemic Vascular Disease, I70.633,ICD10CM
Ischemic Vascular Disease, I70.634,ICD10CM
Ischemic Vascular Disease, I70.635,ICD10CM
Ischemic Vascular Disease, I70.638,ICD10CM
Ischemic Vascular Disease, I70.639,ICD10CM
Ischemic Vascular Disease, I70.641,ICD10CM
Ischemic Vascular Disease, I70.642,ICD10CM
Ischemic Vascular Disease, I70.643,ICD10CM
Ischemic Vascular Disease, I70.644,ICD10CM
Ischemic Vascular Disease, I70.645,ICD10CM
Ischemic Vascular Disease, I70.648,ICD10CM
Ischemic Vascular Disease, I70.649,ICD10CM
Ischemic Vascular Disease, I70.65,ICD10CM
Ischemic Vascular Disease, I70.661,ICD10CM
Ischemic Vascular Disease, I70.662,ICD10CM
Ischemic Vascular Disease, I70.663,ICD10CM
Ischemic Vascular Disease, I70.668,ICD10CM
Ischemic Vascular Disease, I70.669,ICD10CM
Ischemic Vascular Disease, I70.691,ICD10CM
Ischemic Vascular Disease, I70.692,ICD10CM
Ischemic Vascular Disease, I70.693,ICD10CM
Ischemic Vascular Disease, I70.698,ICD10CM
Ischemic Vascular Disease, I70.699,ICD10CM
Ischemic Vascular Disease, I70.701,ICD10CM
Ischemic Vascular Disease, I70.702,ICD10CM
Ischemic Vascular Disease, I70.703,ICD10CM
Ischemic Vascular Disease, I70.708,ICD10CM
Ischemic Vascular Disease, I70.709,ICD10CM
Ischemic Vascular Disease, I70.711,ICD10CM
Ischemic Vascular Disease, I70.712,ICD10CM
Ischemic Vascular Disease, I70.713,ICD10CM
Ischemic Vascular Disease, I70.718,ICD10CM
Ischemic Vascular Disease, I70.719,ICD10CM
Ischemic Vascular Disease, I70.721,ICD10CM
Ischemic Vascular Disease, I70.722,ICD10CM
Ischemic Vascular Disease, I70.723,ICD10CM
Ischemic Vascular Disease, I70.728,ICD10CM
Ischemic Vascular Disease, I70.729,ICD10CM
Ischemic Vascular Disease, I70.731,ICD10CM
Ischemic Vascular Disease, I70.732,ICD10CM
Ischemic Vascular Disease, I70.733,ICD10CM
Ischemic Vascular Disease, I70.734,ICD10CM
Ischemic Vascular Disease, I70.735,ICD10CM
Ischemic Vascular Disease, I70.738,ICD10CM
Ischemic Vascular Disease, I70.739,ICD10CM
Ischemic Vascular Disease, I70.741,ICD10CM
Ischemic Vascular Disease, I70.742,ICD10CM
Ischemic Vascular Disease, I70.743,ICD10CM
Ischemic Vascular Disease, I70.744,ICD10CM
Ischemic Vascular Disease, I70.745,ICD10CM
Ischemic Vascular Disease, I70.748,ICD10CM
Ischemic Vascular Disease, I70.749,ICD10CM
Ischemic Vascular Disease, I70.75,ICD10CM
Ischemic Vascular Disease, I70.761,ICD10CM
Ischemic Vascular Disease, I70.762,ICD10CM
Ischemic Vascular Disease, I70.763,ICD10CM
Ischemic Vascular Disease, I70.768,ICD10CM
Ischemic Vascular Disease, I70.769,ICD10CM
Ischemic Vascular Disease, I70.791,ICD10CM
Ischemic Vascular Disease, I70.792,ICD10CM
Ischemic Vascular Disease, I70.793,ICD10CM
Ischemic Vascular Disease, I70.798,ICD10CM
Ischemic Vascular Disease, I70.799,ICD10CM
Ischemic Vascular Disease, I70.8,ICD10CM
Ischemic Vascular Disease, I70.90,ICD10CM
Ischemic Vascular Disease, I70.91,ICD10CM
Ischemic Vascular Disease, I70.92,ICD10CM
Ischemic Vascular Disease, I74.01,ICD10CM
Ischemic Vascular Disease, I74.09,ICD10CM
Ischemic Vascular Disease, I74.10,ICD10CM
Ischemic Vascular Disease, I74.11,ICD10CM
Ischemic Vascular Disease, I74.19,ICD10CM
Ischemic Vascular Disease, I74.2,ICD10CM
Ischemic Vascular Disease, I74.3,ICD10CM
Ischemic Vascular Disease, I74.4,ICD10CM
Ischemic Vascular Disease, I74.5,ICD10CM
Ischemic Vascular Disease, I74.8,ICD10CM
Ischemic Vascular Disease, I74.9,ICD10CM
Ischemic Vascular Disease, I75.011,ICD10CM
Ischemic Vascular Disease, I75.012,ICD10CM
Ischemic Vascular Disease, I75.013,ICD10CM
Ischemic Vascular Disease, I75.019,ICD10CM
Ischemic Vascular Disease, I75.021,ICD10CM
Ischemic Vascular Disease, I75.022,ICD10CM
Ischemic Vascular Disease, I75.023,ICD10CM
Ischemic Vascular Disease, I75.029,ICD10CM
Ischemic Vascular Disease, I75.81,ICD10CM
Ischemic Vascular Disease, I75.89,ICD10CM
Acute Myocardial Infarction,I21.01,ICD10CM
Acute Myocardial Infarction,I21.02,ICD10CM
Acute Myocardial Infarction,I21.09,ICD10CM
Acute Myocardial Infarction,I21.11,ICD10CM
Acute Myocardial Infarction,I21.19,ICD10CM
Acute Myocardial Infarction,I21.21,ICD10CM
Acute Myocardial Infarction,I21.29,ICD10CM
Acute Myocardial Infarction,I21.3,ICD10CM
Acute Myocardial Infarction,I21.4,ICD10CM
Coronary Intervention,33510,CPT
Coronary Intervention,33511,CPT
Coronary Intervention,33512,CPT
Coronary Intervention,33513,CPT
Coronary Intervention,33514,CPT
Coronary Intervention,33516,CPT
Coronary Intervention,33517,CPT
Coronary Intervention,33518,CPT
Coronary Intervention,33519,CPT
Coronary Intervention,33521,CPT
Coronary Intervention,33522,CPT
Coronary Intervention,33523,CPT
Coronary Intervention,33533,CPT
Coronary Intervention,33534,CPT
Coronary Intervention,33535,CPT
Coronary Intervention,33536,CPT
Coronary Intervention,92920,CPT
Coronary Intervention,92924,CPT
Coronary Intervention,92928,CPT
Coronary Intervention,92933,CPT
Coronary Intervention,92937,CPT
Coronary Intervention,92941,CPT
Coronary Intervention,92943,CPT
Coronary Intervention,S2205,HCPCS
Coronary Intervention,S2206,HCPCS
Coronary Intervention,S2207,HCPCS
Coronary Intervention,S2208,HCPCS
Coronary Intervention,S2209,HCPCS
Anticoagulant,G9724,HCPCS
Performance Met: G8598,G8598,HCPCS
Performance Not Met: G8599,G8599,HCPCS
MIPS 431 Encounter,90791,CPT
MIPS 431 Encounter,90792,CPT
MIPS 431 Encounter,90832,CPT
MIPS 431 Encounter,90834,CPT
MIPS 431 Encounter,90837,CPT
MIPS 431 Encounter,90845,CPT
MIPS 431 Encounter,96150,CPT
MIPS 431 Encounter,96151,CPT
MIPS 431 Encounter,96152,CPT
MIPS 431 Encounter,97165,CPT
MIPS 431 Encounter,97166,CPT
MIPS 431 Encounter,97167,CPT
MIPS 431 Encounter,97168,CPT
MIPS 431 Encounter,97802,CPT
MIPS 431 Encounter,97803,CPT
MIPS 431 Encounter,97804,CPT
MIPS 431 Encounter,99201,CPT
MIPS 431 Encounter,99202,CPT
MIPS 431 Encounter,99203,CPT
MIPS 431 Encounter,99204,CPT
MIPS 431 Encounter,99205,CPT
MIPS 431 Encounter,99212,CPT
MIPS 431 Encounter,99213,CPT
MIPS 431 Encounter,99214,CPT
MIPS 431 Encounter,99215,CPT
MIPS 431 Encounter, G0270,HCPCS
MIPS 431 Encounter, G0271,HCPCS
MIPS 431 Preventive Encounter,96160,CPT
MIPS 431 Preventive Encounter,96161,CPT
MIPS 431 Preventive Encounter,99385,CPT
MIPS 431 Preventive Encounter,99386,CPT
MIPS 431 Preventive Encounter,99387,CPT
MIPS 431 Preventive Encounter,99395,CPT
MIPS 431 Preventive Encounter,99396,CPT
MIPS 431 Preventive Encounter,99397,CPT
MIPS 431 Preventive Encounter,99401,CPT
MIPS 431 Preventive Encounter,99402,CPT
MIPS 431 Preventive Encounter,99403,CPT
MIPS 431 Preventive Encounter,99404,CPT
MIPS 431 Preventive Encounter,99411,CPT
MIPS 431 Preventive Encounter,99412,CPT
MIPS 431 Preventive Encounter,99429,CPT
MIPS 431 Preventive Encounter, G0438,HCPCS
MIPS 431 Preventive Encounter, G0439,HCPCS
Performance Met: G9621,G9621,HCPCS
Performance Met: G9622,G9622,HCPCS
Denominator Exception: G9623,G9623,HCPCS
Performance Not Met: G9624,G9624,HCPCS
MIPS 065 Encounter,99201,CPT
MIPS 065 Encounter,99202,CPT
MIPS 065 Encounter,99203,CPT
MIPS 065 Encounter,99204,CPT
MIPS 065 Encounter,99205,CPT
MIPS 065 Encounter,99212,CPT
MIPS 065 Encounter,99213,CPT
MIPS 065 Encounter,99214,CPT
MIPS 065 Encounter,99215,CPT
MIPS 065 Encounter,99217,CPT
MIPS 065 Encounter,99218,CPT
MIPS 065 Encounter,99219,CPT
MIPS 065 Encounter,99220,CPT
MIPS 065 Encounter,99281,CPT
MIPS 065 Encounter,99282,CPT
MIPS 065 Encounter,99283,CPT
MIPS 065 Encounter,99284,CPT
MIPS 065 Encounter,99285,CPT
MIPS 065 Encounter, G0402,HCPCS
Upper Respiratory Infection,J00,ICD10CM
Upper Respiratory Infection, J06.0,ICD10CM
Upper Respiratory Infection, J06.9,ICD10CM
Medical Reason for Antibiotic,G8709,HCPCS
Existing Use of Antibiotic,G9703,HCPCS
Existing Use of Antibiotic,G9701,HCPCS
Performance Met: G8708,G8708,HCPCS
Performance Not Met: G8710,G8710,HCPCS
MIPS 155 Encounter,92540,CPT
MIPS 155 Encounter,92541,CPT
MIPS 155 Encounter,92542,CPT
MIPS 155 Encounter,92548,CPT
MIPS 155 Encounter,97161,CPT
MIPS 155 Encounter,97162,CPT
MIPS 155 Encounter,97163,CPT
MIPS 155 Encounter,97164,CPT
MIPS 155 Encounter,97165,CPT
MIPS 155 Encounter,97166,CPT
MIPS 155 Encounter,97167,CPT
MIPS 155 Encounter,97168,CPT
MIPS 155 Encounter,99201,CPT
MIPS 155 Encounter,99202,CPT
MIPS 155 Encounter,99203,CPT
MIPS 155 Encounter,99204,CPT
MIPS 155 Encounter,99205,CPT
MIPS 155 Encounter,99211,CPT
MIPS 155 Encounter,99212,CPT
MIPS 155 Encounter,99213,CPT
MIPS 155 Encounter,99214,CPT
MIPS 155 Encounter,99215,CPT
MIPS 155 Encounter,99304,CPT
MIPS 155 Encounter,99305,CPT
MIPS 155 Encounter,99306,CPT
MIPS 155 Encounter,99307,CPT
MIPS 155 Encounter,99308,CPT
MIPS 155 Encounter,99309,CPT
MIPS 155 Encounter,99310,CPT
MIPS 155 Encounter,99324,CPT
MIPS 155 Encounter,99325,CPT
MIPS 155 Encounter,99326,CPT
MIPS 155 Encounter,99327,CPT
MIPS 155 Encounter,99328,CPT
MIPS 155 Encounter,99334,CPT
MIPS 155 Encounter,99335,CPT
MIPS 155 Encounter,99336,CPT
MIPS 155 Encounter,99337,CPT
MIPS 155 Encounter,99341,CPT
MIPS 155 Encounter,99342,CPT
MIPS 155 Encounter,99343,CPT
MIPS 155 Encounter,99344,CPT
MIPS 155 Encounter,99345,CPT
MIPS 155 Encounter,99347,CPT
MIPS 155 Encounter,99348,CPT
MIPS 155 Encounter,99349,CPT
MIPS 155 Encounter,99350,CPT
MIPS 155 Encounter, G0402,HCPCS
MIPS 155 Encounter, G0438,HCPCS
MIPS 155 Encounter, G0439,HCPCS
Performance Met: 0518F,0518F,CPT
Denominator Exception: 0518F-1P,0518F-1P,CPT
Performance Not Met: 0518F-8P,0518F-8P,CPT
MIPS 050 Encounter,99201,CPT
MIPS 050 Encounter,99202,CPT
MIPS 050 Encounter,99203,CPT
MIPS 050 Encounter,99204,CPT
MIPS 050 Encounter,99205,CPT
MIPS 050 Encounter,99212,CPT
MIPS 050 Encounter,99213,CPT
MIPS 050 Encounter,99214,CPT
MIPS 050 Encounter,99215,CPT
MIPS 050 Encounter,99324,CPT
MIPS 050 Encounter,99325,CPT
MIPS 050 Encounter,99326,CPT
MIPS 050 Encounter,99327,CPT
MIPS 050 Encounter,99328,CPT
MIPS 050 Encounter,99334,CPT
MIPS 050 Encounter,99335,CPT
MIPS 050 Encounter,99336,CPT
MIPS 050 Encounter,99337,CPT
MIPS 050 Encounter,99341,CPT
MIPS 050 Encounter,99342,CPT
MIPS 050 Encounter,99343,CPT
MIPS 050 Encounter,99344,CPT
MIPS 050 Encounter,99345,CPT
MIPS 050 Encounter,99347,CPT
MIPS 050 Encounter,99348,CPT
MIPS 050 Encounter,99349,CPT
MIPS 050 Encounter,99350,CPT
MIPS 050 Encounter, G0402,HCPCS
Urinary Incontinence,F98.0,ICD10CM
Urinary Incontinence, N39.3,ICD10CM
Urinary Incontinence, N39.41,ICD10CM
Urinary Incontinence, N39.42,ICD10CM
Urinary Incontinence, N39.43,ICD10CM
Urinary Incontinence, N39.44,ICD10CM
Urinary Incontinence, N39.45,ICD10CM
Urinary Incontinence, N39.46,ICD10CM
Urinary Incontinence, N39.490,ICD10CM
Urinary Incontinence, N39.491,ICD10CM
Urinary Incontinence, N39.492,ICD10CM
Urinary Incontinence, N39.498,ICD10CM
Urinary Incontinence, R32,ICD10CM
Performance Met: 0509F,0509F,CPT
Performance Not Met: 0509F-8P,0509F-8P,CPT
MIPS 355 Procedure,11004,CPT
MIPS 355 Procedure,11005,CPT
MIPS 355 Procedure,11006,CPT
MIPS 355 Procedure,11450,CPT
MIPS 355 Procedure,11451,CPT
MIPS 355 Procedure,11462,CPT
MIPS 355 Procedure,11463,CPT
MIPS 355 Procedure,11470,CPT
MIPS 355 Procedure,11471,CPT
MIPS 355 Procedure,11770,CPT
MIPS 355 Procedure,11771,CPT
MIPS 355 Procedure,11772,CPT
MIPS 355 Procedure,15920,CPT
MIPS 355 Procedure,15931,CPT
MIPS 355 Procedure,15933,CPT
MIPS 355 Procedure,15940,CPT
MIPS 355 Procedure,15950,CPT
MIPS 355 Procedure,19101,CPT
MIPS 355 Procedure,19110,CPT
MIPS 355 Procedure,19112,CPT
MIPS 355 Procedure,19120,CPT
MIPS 355 Procedure,19125,CPT
MIPS 355 Procedure,19300,CPT
MIPS 355 Procedure,19301,CPT
MIPS 355 Procedure,19302,CPT
MIPS 355 Procedure,19303,CPT
MIPS 355 Procedure,19304,CPT
MIPS 355 Procedure,19305,CPT
MIPS 355 Procedure,19306,CPT
MIPS 355 Procedure,19307,CPT
MIPS 355 Procedure,20100,CPT
MIPS 355 Procedure,20101,CPT
MIPS 355 Procedure,20102,CPT
MIPS 355 Procedure,20200,CPT
MIPS 355 Procedure,20205,CPT
MIPS 355 Procedure,21552,CPT
MIPS 355 Procedure,21554,CPT
MIPS 355 Procedure,21555,CPT
MIPS 355 Procedure,21556,CPT
MIPS 355 Procedure,21931,CPT
MIPS 355 Procedure,21932,CPT
MIPS 355 Procedure,21933,CPT
MIPS 355 Procedure,22900,CPT
MIPS 355 Procedure,22901,CPT
MIPS 355 Procedure,22902,CPT
MIPS 355 Procedure,22903,CPT
MIPS 355 Procedure,22904,CPT
MIPS 355 Procedure,22905,CPT
MIPS 355 Procedure,23071,CPT
MIPS 355 Procedure,23073,CPT
MIPS 355 Procedure,23075,CPT
MIPS 355 Procedure,24071,CPT
MIPS 355 Procedure,24073,CPT
MIPS 355 Procedure,24075,CPT
MIPS 355 Procedure,25071,CPT
MIPS 355 Procedure,27043,CPT
MIPS 355 Procedure,27047,CPT
MIPS 355 Procedure,27327,CPT
MIPS 355 Procedure,27337,CPT
MIPS 355 Procedure,36561,CPT
MIPS 355 Procedure,36563,CPT
MIPS 355 Procedure,36566,CPT
MIPS 355 Procedure,36590,CPT
MIPS 355 Procedure,36818,CPT
MIPS 355 Procedure,36819,CPT
MIPS 355 Procedure,36820,CPT
MIPS 355 Procedure,36821,CPT
MIPS 355 Procedure,36825,CPT
MIPS 355 Procedure,36830,CPT
MIPS 355 Procedure,38100,CPT
MIPS 355 Procedure,38115,CPT
MIPS 355 Procedure,38120,CPT
MIPS 355 Procedure,38308,CPT
MIPS 355 Procedure,38500,CPT
MIPS 355 Procedure,38525,CPT
MIPS 355 Procedure,38530,CPT
MIPS 355 Procedure,38550,CPT
MIPS 355 Procedure,38555,CPT
MIPS 355 Procedure,38740,CPT
MIPS 355 Procedure,38745,CPT
MIPS 355 Procedure,38760,CPT
MIPS 355 Procedure,38765,CPT
MIPS 355 Procedure,39540,CPT
MIPS 355 Procedure,39541,CPT
MIPS 355 Procedure,43122,CPT
MIPS 355 Procedure,43279,CPT
MIPS 355 Procedure,43280,CPT
MIPS 355 Procedure,43281,CPT
MIPS 355 Procedure,43282,CPT
MIPS 355 Procedure,43325,CPT
MIPS 355 Procedure,43327,CPT
MIPS 355 Procedure,43330,CPT
MIPS 355 Procedure,43332,CPT
MIPS 355 Procedure,43333,CPT
MIPS 355 Procedure,43336,CPT
MIPS 355 Procedure,43337,CPT
MIPS 355 Procedure,43340,CPT
MIPS 355 Procedure,43361,CPT
MIPS 355 Procedure,43500,CPT
MIPS 355 Procedure,43501,CPT
MIPS 355 Procedure,43502,CPT
MIPS 355 Procedure,43510,CPT
MIPS 355 Procedure,43520,CPT
MIPS 355 Procedure,43605,CPT
MIPS 355 Procedure,43610,CPT
MIPS 355 Procedure,43611,CPT
MIPS 355 Procedure,43620,CPT
MIPS 355 Procedure,43621,CPT
MIPS 355 Procedure,43622,CPT
MIPS 355 Procedure,43631,CPT
MIPS 355 Procedure,43632,CPT
MIPS 355 Procedure,43633,CPT
MIPS 355 Procedure,43634,CPT
MIPS 355 Procedure,43640,CPT
MIPS 355 Procedure,43641,CPT
MIPS 355 Procedure,43644,CPT
MIPS 355 Procedure,43645,CPT
MIPS 355 Procedure,43651,CPT
MIPS 355 Procedure,43652,CPT
MIPS 355 Procedure,43653,CPT
MIPS 355 Procedure,43770,CPT
MIPS 355 Procedure,43771,CPT
MIPS 355 Procedure,43772,CPT
MIPS 355 Procedure,43773,CPT
MIPS 355 Procedure,43774,CPT
MIPS 355 Procedure,43775,CPT
MIPS 355 Procedure,43800,CPT
MIPS 355 Procedure,43810,CPT
MIPS 355 Procedure,43820,CPT
MIPS 355 Procedure,43825,CPT
MIPS 355 Procedure,43830,CPT
MIPS 355 Procedure,43831,CPT
MIPS 355 Procedure,43832,CPT
MIPS 355 Procedure,43840,CPT
MIPS 355 Procedure,43843,CPT
MIPS 355 Procedure,43845,CPT
MIPS 355 Procedure,43846,CPT
MIPS 355 Procedure,43847,CPT
MIPS 355 Procedure,43848,CPT
MIPS 355 Procedure,43850,CPT
MIPS 355 Procedure,43855,CPT
MIPS 355 Procedure,43860,CPT
MIPS 355 Procedure,43865,CPT
MIPS 355 Procedure,43870,CPT
MIPS 355 Procedure,43880,CPT
MIPS 355 Procedure,43886,CPT
MIPS 355 Procedure,43887,CPT
MIPS 355 Procedure,43888,CPT
MIPS 355 Procedure,44005,CPT
MIPS 355 Procedure,44010,CPT
MIPS 355 Procedure,44020,CPT
MIPS 355 Procedure,44021,CPT
MIPS 355 Procedure,44025,CPT
MIPS 355 Procedure,44050,CPT
MIPS 355 Procedure,44055,CPT
MIPS 355 Procedure,44110,CPT
MIPS 355 Procedure,44111,CPT
MIPS 355 Procedure,44120,CPT
MIPS 355 Procedure,44125,CPT
MIPS 355 Procedure,44126,CPT
MIPS 355 Procedure,44127,CPT
MIPS 355 Procedure,44130,CPT
MIPS 355 Procedure,44140,CPT
MIPS 355 Procedure,44141,CPT
MIPS 355 Procedure,44143,CPT
MIPS 355 Procedure,44144,CPT
MIPS 355 Procedure,44145,CPT
MIPS 355 Procedure,44146,CPT
MIPS 355 Procedure,44147,CPT
MIPS 355 Procedure,44150,CPT
MIPS 355 Procedure,44151,CPT
MIPS 355 Procedure,44155,CPT
MIPS 355 Procedure,44156,CPT
MIPS 355 Procedure,44157,CPT
MIPS 355 Procedure,44158,CPT
MIPS 355 Procedure,44160,CPT
MIPS 355 Procedure,44180,CPT
MIPS 355 Procedure,44186,CPT
MIPS 355 Procedure,44187,CPT
MIPS 355 Procedure,44188,CPT
MIPS 355 Procedure,44202,CPT
MIPS 355 Procedure,44204,CPT
MIPS 355 Procedure,44205,CPT
MIPS 355 Procedure,44206,CPT
MIPS 355 Procedure,44207,CPT
MIPS 355 Procedure,44208,CPT
MIPS 355 Procedure,44210,CPT
MIPS 355 Procedure,44211,CPT
MIPS 355 Procedure,44212,CPT
MIPS 355 Procedure,44227,CPT
MIPS 355 Procedure,44300,CPT
MIPS 355 Procedure,44310,CPT
MIPS 355 Procedure,44312,CPT
MIPS 355 Procedure,44314,CPT
MIPS 355 Procedure,44316,CPT
MIPS 355 Procedure,44320,CPT
MIPS 355 Procedure,44322,CPT
MIPS 355 Procedure,44340,CPT
MIPS 355 Procedure,44345,CPT
MIPS 355 Procedure,44346,CPT
MIPS 355 Procedure,44602,CPT
MIPS 355 Procedure,44603,CPT
MIPS 355 Procedure,44604,CPT
MIPS 355 Procedure,44605,CPT
MIPS 355 Procedure,44615,CPT
MIPS 355 Procedure,44620,CPT
